organizations,iso2_code,year,quarter
42325,TH,2022,3
41317,SG,2022,3
38849,PH,2022,3
38634,TW,2022,3
37814,PK,2022,3
35965,BD,2022,3
35909,CO,2022,3
34475,SE,2022,3
33885,NG,2022,3
30501,EG,2022,3
30130,AR,2022,3
27652,IR,2022,3
26860,CH,2022,3
25352,MY,2022,3
24281,IL,2022,3
23535,ZA,2022,3
22816,BE,2022,3
22741,SA,2022,3
22211,MA,2022,3
20442,RO,2022,3
19420,PE,2022,3
19318,DK,2022,3
19038,PT,2022,3
17982,CL,2022,3
17551,NO,2022,3
17428,CZ,2022,3
16542,AT,2022,3
14568,FI,2022,3
14552,NZ,2022,3
13753,LK,2022,3
13052,DZ,2022,3
12737,HU,2022,3
12649,AE,2022,3
12607,KE,2022,3
12477,BG,2022,3
12190,IE,2022,3
11656,TN,2022,3
10815,GR,2022,3
9442,VE,2022,3
9206,NP,2022,3
8697,BY,2022,3
8238,IQ,2022,3
8235,RS,2022,3
8006,EC,2022,3
7133,GH,2022,3
6980,KH,2022,3
6272,KZ,2022,3
6235,MM,2022,3
5731,JO,2022,3
5656,LT,2022,3
5607,SK,2022,3
5446,CR,2022,3
5174,GE,2022,3
5051,DO,2022,3
4928,HR,2022,3
4590,UZ,2022,3
4476,EE,2022,3
4164,UY,2022,3
4050,BO,2022,3
3799,AM,2022,3
3781,AZ,2022,3
3752,LV,2022,3
3582,SI,2022,3
3557,ET,2022,3
3546,PS,2022,3
3532,UG,2022,3
3452,LB,2022,3
3425,GT,2022,3
3340,CM,2022,3
3173,AL,2022,3
2974,TZ,2022,3
2886,CI,2022,3
2780,MD,2022,3
2612,SV,2022,3
2450,BA,2022,3
2450,KW,2022,3
2286,CY,2022,3
2199,MN,2022,3
2121,IS,2022,3
2107,SN,2022,3
2011,YE,2022,3
1952,QA,2022,3
1866,MK,2022,3
1866,PA,2022,3
1762,HN,2022,3
1752,RW,2022,3
1747,LU,2022,3
1668,PR,2022,3
1651,AO,2022,3
1628,ZW,2022,3
1565,PY,2022,3
1520,MG,2022,3
1438,KG,2022,3
1427,SD,2022,3
1353,OM,2022,3
1328,LY,2022,3
1322,CU,2022,3
1302,CD,2022,3
1234,BJ,2022,3
1210,NI,2022,3
1203,JM,2022,3
1200,MT,2022,3
1170,SY,2022,3
1090,BH,2022,3
1080,ZM,2022,3
1077,LA,2022,3
1070,MU,2022,3
979,MZ,2022,3
866,AF,2022,3
844,SO,2022,3
830,HT,2022,3
813,TG,2022,3
797,TT,2022,3
692,MO,2022,3
675,ME,2022,3
605,RE,2022,3
580,MV,2022,3
511,BW,2022,3
496,MW,2022,3
470,BF,2022,3
392,NA,2022,3
388,BN,2022,3
377,ML,2022,3
368,BT,2022,3
360,TJ,2022,3
291,SL,2022,3
283,XK,2022,3
282,GN,2022,3
257,MR,2022,3
244,BS,2022,3
223,CV,2022,3
220,CG,2022,3
219,GP,2022,3
216,LR,2022,3
210,AD,2022,3
209,GA,2022,3
204,BB,2022,3
180,SR,2022,3
176,JE,2022,3
176,TM,2022,3
173,SC,2022,3
173,MQ,2022,3
170,GM,2022,3
168,BI,2022,3
167,IM,2022,3
161,BM,2022,3
158,CW,2022,3
158,NC,2022,3
151,FJ,2022,3
150,NE,2022,3
145,LS,2022,3
143,PF,2022,3
141,PG,2022,3
136,BZ,2022,3
136,GY,2022,3
128,KY,2022,3
119,DJ,2022,3
114,SZ,2022,3
101,FO,2022,3
986470,US,2022,4
772984,EU,2022,4
420706,IN,2022,4
383243,CN,2022,4
195313,BR,2022,4
164385,GB,2022,4
157136,DE,2022,4
137181,ID,2022,4
127010,JP,2022,4
125266,CA,2022,4
124926,KR,2022,4
120917,FR,2022,4
99557,RU,2022,4
93243,HK,2022,4
85559,VN,2022,4
72079,TR,2022,4
70410,ES,2022,4
69483,AU,2022,4
65713,NL,2022,4
57579,MX,2022,4
55618,PL,2022,4
47291,IT,2022,4
45279,UA,2022,4
43509,TH,2022,4
43248,SG,2022,4
39921,TW,2022,4
39744,PH,2022,4
39175,PK,2022,4
37510,CO,2022,4
36494,BD,2022,4
35906,SE,2022,4
35375,NG,2022,4
31324,EG,2022,4
31069,AR,2022,4
27988,CH,2022,4
27556,IR,2022,4
26007,MY,2022,4
25340,IL,2022,4
24212,ZA,2022,4
23612,BE,2022,4
23204,SA,2022,4
22599,MA,2022,4
21456,RO,2022,4
20183,PT,2022,4
20149,DK,2022,4
20044,PE,2022,4
18492,CL,2022,4
18147,NO,2022,4
18085,CZ,2022,4
17159,AT,2022,4
15275,FI,2022,4
14997,NZ,2022,4
14303,LK,2022,4
13415,AE,2022,4
13253,KE,2022,4
13176,DZ,2022,4
13139,HU,2022,4
12742,BG,2022,4
12541,IE,2022,4
12021,TN,2022,4
10966,GR,2022,4
9692,NP,2022,4
9543,VE,2022,4
8853,RS,2022,4
8656,BY,2022,4
8377,IQ,2022,4
8158,EC,2022,4
7683,KZ,2022,4
7370,GH,2022,4
7044,KH,2022,4
6329,MM,2022,4
5909,JO,2022,4
5793,LT,2022,4
5776,GE,2022,4
5758,SK,2022,4
5597,CR,2022,4
5143,DO,2022,4
5116,HR,2022,4
5112,UZ,2022,4
4546,EE,2022,4
4334,UY,2022,4
4241,AM,2022,4
4150,BO,2022,4
3994,LV,2022,4
3883,AZ,2022,4
3792,SI,2022,4
3760,ET,2022,4
3698,UG,2022,4
3608,PS,2022,4
3520,LB,2022,4
3513,CM,2022,4
3487,GT,2022,4
3146,AL,2022,4
3027,TZ,2022,4
2909,CI,2022,4
2859,MD,2022,4
2668,SV,2022,4
2589,CY,2022,4
2518,BA,2022,4
2466,KW,2022,4
2243,MN,2022,4
2173,IS,2022,4
2169,SN,2022,4
2066,YE,2022,4
1988,QA,2022,4
1927,PA,2022,4
1918,MK,2022,4
1876,RW,2022,4
1812,LU,2022,4
1800,HN,2022,4
1727,PR,2022,4
1700,AO,2022,4
1684,ZW,2022,4
1654,KG,2022,4
1603,PY,2022,4
1587,MG,2022,4
1448,SD,2022,4
1394,OM,2022,4
1359,LY,2022,4
1356,CD,2022,4
1354,CU,2022,4
1286,MT,2022,4
1277,BJ,2022,4
1253,NI,2022,4
1216,JM,2022,4
1158,SY,2022,4
1154,BH,2022,4
1107,LA,2022,4
1089,MU,2022,4
1088,ZM,2022,4
1017,MZ,2022,4
915,AF,2022,4
862,SO,2022,4
859,TG,2022,4
843,TT,2022,4
827,HT,2022,4
815,ME,2022,4
789,MO,2022,4
618,RE,2022,4
589,MV,2022,4
522,BW,2022,4
515,MW,2022,4
476,BF,2022,4
423,NA,2022,4
398,ML,2022,4
393,XK,2022,4
386,BN,2022,4
374,TJ,2022,4
367,BT,2022,4
311,GN,2022,4
300,SL,2022,4
259,MR,2022,4
244,BS,2022,4
234,CV,2022,4
232,AD,2022,4
231,SC,2022,4
229,CG,2022,4
228,LR,2022,4
219,GP,2022,4
218,BB,2022,4
214,GA,2022,4
187,SR,2022,4
181,GM,2022,4
180,BI,2022,4
179,JE,2022,4
179,IM,2022,4
176,TM,2022,4
175,MQ,2022,4
162,CW,2022,4
162,FJ,2022,4
158,BM,2022,4
155,NC,2022,4
152,PG,2022,4
148,NE,2022,4
143,PF,2022,4
142,BZ,2022,4
139,GY,2022,4
139,LS,2022,4
130,KY,2022,4
119,DJ,2022,4
110,GU,2022,4
104,FO,2022,4
104,SZ,2022,4
1025114,US,2023,1
817724,EU,2023,1
440660,IN,2023,1
380776,CN,2023,1
205861,BR,2023,1
173651,GB,2023,1
166081,DE,2023,1
143819,ID,2023,1
134718,JP,2023,1
134447,KR,2023,1
133064,CA,2023,1
127838,FR,2023,1
102270,RU,2023,1
99470,HK,2023,1
89475,VN,2023,1
75198,ES,2023,1
74985,TR,2023,1
73667,AU,2023,1
68992,NL,2023,1
60393,MX,2023,1
58988,PL,2023,1
49702,IT,2023,1
48392,SG,2023,1
46310,TH,2023,1
45458,UA,2023,1
41959,TW,2023,1
41837,PH,2023,1
40955,PK,2023,1
39767,CO,2023,1
38396,NG,2023,1
38239,BD,2023,1
37459,SE,2023,1
32970,AR,2023,1
32851,EG,2023,1
30420,CH,2023,1
29443,IR,2023,1
27326,MY,2023,1
27070,IL,2023,1
25520,ZA,2023,1
24996,BE,2023,1
24244,SA,2023,1
23893,MA,2023,1
22638,RO,2023,1
21745,DK,2023,1
21566,PT,2023,1
20705,PE,2023,1
19337,CL,2023,1
19137,CZ,2023,1
19103,NO,2023,1
18606,AT,2023,1
16437,FI,2023,1
15671,NZ,2023,1
15295,LK,2023,1
15078,AE,2023,1
14341,KE,2023,1
13859,DZ,2023,1
13717,HU,2023,1
13302,BG,2023,1
13233,IE,2023,1
12707,TN,2023,1
11198,GR,2023,1
10193,NP,2023,1
9807,VE,2023,1
9352,RS,2023,1
8829,IQ,2023,1
8791,BY,2023,1
8596,EC,2023,1
8086,GH,2023,1
7836,KZ,2023,1
7431,KH,2023,1
6765,MM,2023,1
6386,GE,2023,1
6222,LT,2023,1
6185,JO,2023,1
6050,SK,2023,1
5946,CR,2023,1
5597,UZ,2023,1
5441,DO,2023,1
5282,HR,2023,1
4827,EE,2023,1
4686,AM,2023,1
4532,UY,2023,1
4391,BO,2023,1
4193,LV,2023,1
4161,AZ,2023,1
4031,ET,2023,1
4029,SI,2023,1
3965,UG,2023,1
3802,PS,2023,1
3755,LB,2023,1
3747,CM,2023,1
3642,GT,2023,1
3234,AL,2023,1
3222,TZ,2023,1
3171,CI,2023,1
3035,CY,2023,1
2990,MD,2023,1
2746,SV,2023,1
2644,BA,2023,1
2590,KW,2023,1
2425,MN,2023,1
2267,IS,2023,1
2264,SN,2023,1
2217,YE,2023,1
2083,QA,2023,1
2037,RW,2023,1
2012,MK,2023,1
2004,PA,2023,1
1954,LU,2023,1
1895,HN,2023,1
1887,PR,2023,1
1837,AO,2023,1
1831,KG,2023,1
1752,ZW,2023,1
1726,MG,2023,1
1651,PY,2023,1
1521,SD,2023,1
1510,CD,2023,1
1491,OM,2023,1
1429,LY,2023,1
1409,BJ,2023,1
1342,CU,2023,1
1299,MT,2023,1
1299,NI,2023,1
1284,JM,2023,1
1263,BH,2023,1
1206,LA,2023,1
1202,SY,2023,1
1191,ZM,2023,1
1136,MU,2023,1
1061,MZ,2023,1
991,ME,2023,1
945,AF,2023,1
941,SO,2023,1
921,TG,2023,1
900,TT,2023,1
846,HT,2023,1
839,MO,2023,1
653,RE,2023,1
640,XK,2023,1
627,MV,2023,1
557,MW,2023,1
552,BW,2023,1
507,BF,2023,1
449,NA,2023,1
425,ML,2023,1
408,BN,2023,1
402,TJ,2023,1
360,BT,2023,1
344,GN,2023,1
326,SL,2023,1
283,AD,2023,1
273,MR,2023,1
264,BS,2023,1
257,SC,2023,1
247,CV,2023,1
246,CG,2023,1
235,LR,2023,1
232,GA,2023,1
232,BB,2023,1
224,GP,2023,1
201,TM,2023,1
200,BI,2023,1
197,JE,2023,1
191,GM,2023,1
190,SR,2023,1
189,MQ,2023,1
186,IM,2023,1
178,BM,2023,1
174,CW,2023,1
173,FJ,2023,1
170,NE,2023,1
158,BZ,2023,1
158,NC,2023,1
153,PG,2023,1
150,LS,2023,1
140,GY,2023,1
139,PF,2023,1
130,KY,2023,1
123,DJ,2023,1
116,SZ,2023,1
112,GU,2023,1
106,FO,2023,1
101,MC,2023,1
1092401,US,2023,2
853743,EU,2023,2
457862,IN,2023,2
377050,CN,2023,2
214250,BR,2023,2
181220,GB,2023,2
173721,DE,2023,2
147153,ID,2023,2
144160,JP,2023,2
143356,KR,2023,2
139188,CA,2023,2
132104,FR,2023,2
105623,RU,2023,2
99066,HK,2023,2
93016,VN,2023,2
78712,ES,2023,2
77196,TR,2023,2
76635,AU,2023,2
72420,NL,2023,2
62303,MX,2023,2
61926,PL,2023,2
51779,IT,2023,2
50464,SG,2023,2
47362,TH,2023,2
46805,UA,2023,2
44332,TW,2023,2
43210,PH,2023,2
42508,PK,2023,2
41259,CO,2023,2
40649,NG,2023,2
39061,BD,2023,2
38923,SE,2023,2
34640,AR,2023,2
33969,EG,2023,2
31832,CH,2023,2
30269,IR,2023,2
28574,IL,2023,2
28191,MY,2023,2
26610,ZA,2023,2
26046,BE,2023,2
24771,SA,2023,2
24533,MA,2023,2
23502,RO,2023,2
22907,PT,2023,2
22635,DK,2023,2
21866,PE,2023,2
20174,CL,2023,2
20048,CZ,2023,2
19831,NO,2023,2
19554,AT,2023,2
17249,FI,2023,2
16164,NZ,2023,2
16035,LK,2023,2
15683,AE,2023,2
15167,KE,2023,2
14328,HU,2023,2
14052,DZ,2023,2
13800,IE,2023,2
13699,BG,2023,2
13017,TN,2023,2
11567,GR,2023,2
10664,NP,2023,2
9991,VE,2023,2
9909,RS,2023,2
8939,IQ,2023,2
8902,EC,2023,2
8862,BY,2023,2
8543,GH,2023,2
8207,KZ,2023,2
7722,KH,2023,2
6926,MM,2023,2
6601,GE,2023,2
6546,LT,2023,2
6534,JO,2023,2
6364,SK,2023,2
6160,CR,2023,2
6006,UZ,2023,2
5568,DO,2023,2
5548,HR,2023,2
5006,EE,2023,2
4911,AM,2023,2
4747,UY,2023,2
4558,BO,2023,2
4385,LV,2023,2
4327,AZ,2023,2
4170,SI,2023,2
4165,UG,2023,2
3973,PS,2023,2
3931,CM,2023,2
3914,LB,2023,2
3848,GT,2023,2
3748,ET,2023,2
3385,TZ,2023,2
3294,AL,2023,2
3250,CI,2023,2
3246,CY,2023,2
3121,MD,2023,2
2895,SV,2023,2
2748,BA,2023,2
2623,KW,2023,2
2551,MN,2023,2
2343,IS,2023,2
2330,SN,2023,2
2313,YE,2023,2
2254,RW,2023,2
2156,QA,2023,2
2142,LU,2023,2
2089,MK,2023,2
2064,PA,2023,2
1959,HN,2023,2
1940,KG,2023,2
1920,PR,2023,2
1912,MG,2023,2
1900,AO,2023,2
1830,ZW,2023,2
1751,PY,2023,2
1565,CD,2023,2
1525,OM,2023,2
1482,BJ,2023,2
1473,SD,2023,2
1464,LY,2023,2
1416,MT,2023,2
1333,JM,2023,2
1323,CU,2023,2
1315,NI,2023,2
1292,BH,2023,2
1257,ZM,2023,2
1242,LA,2023,2
1188,SY,2023,2
1181,MU,2023,2
1091,MZ,2023,2
1086,ME,2023,2
972,SO,2023,2
967,TG,2023,2
961,AF,2023,2
936,TT,2023,2
857,MO,2023,2
848,HT,2023,2
743,XK,2023,2
685,RE,2023,2
647,MV,2023,2
594,MW,2023,2
579,BW,2023,2
524,BF,2023,2
453,NA,2023,2
444,ML,2023,2
422,TJ,2023,2
406,BN,2023,2
375,BT,2023,2
335,SL,2023,2
335,GN,2023,2
312,SC,2023,2
310,AD,2023,2
276,MR,2023,2
260,BS,2023,2
255,CV,2023,2
252,CG,2023,2
242,LR,2023,2
234,BB,2023,2
232,GA,2023,2
230,GP,2023,2
210,TM,2023,2
208,BI,2023,2
202,SR,2023,2
201,GM,2023,2
196,MQ,2023,2
193,JE,2023,2
193,IM,2023,2
181,NE,2023,2
176,BM,2023,2
174,CW,2023,2
172,FJ,2023,2
161,PG,2023,2
160,NC,2023,2
156,LS,2023,2
150,PF,2023,2
147,BZ,2023,2
147,GY,2023,2
146,KY,2023,2
126,DJ,2023,2
119,SZ,2023,2
111,GU,2023,2
105,FO,2023,2
1132458,US,2023,3
889689,EU,2023,3
478002,IN,2023,3
367157,CN,2023,3
223821,BR,2023,3
187528,GB,2023,3
181530,DE,2023,3
153920,JP,2023,3
152333,KR,2023,3
150888,ID,2023,3
145161,CA,2023,3
137504,FR,2023,3
109616,RU,2023,3
107725,HK,2023,3
96652,VN,2023,3
81949,ES,2023,3
79962,AU,2023,3
79871,TR,2023,3
75099,NL,2023,3
64913,PL,2023,3
64138,MX,2023,3
54365,SG,2023,3
53814,IT,2023,3
48612,TH,2023,3
48321,UA,2023,3
46435,TW,2023,3
44632,PH,2023,3
44383,PK,2023,3
42929,NG,2023,3
42833,CO,2023,3
40316,BD,2023,3
40217,SE,2023,3
36323,AR,2023,3
35112,EG,2023,3
33124,CH,2023,3
31074,IR,2023,3
30032,IL,2023,3
29039,MY,2023,3
27950,ZA,2023,3
26949,BE,2023,3
25298,SA,2023,3
25103,MA,2023,3
24353,RO,2023,3
23943,PT,2023,3
23718,DK,2023,3
22899,PE,2023,3
20901,CL,2023,3
20730,CZ,2023,3
20631,NO,2023,3
20619,AT,2023,3
17893,FI,2023,3
16963,LK,2023,3
16805,NZ,2023,3
16152,AE,2023,3
16018,KE,2023,3
14835,HU,2023,3
14302,BG,2023,3
14282,DZ,2023,3
14159,IE,2023,3
13527,TN,2023,3
12267,GR,2023,3
11130,NP,2023,3
10450,RS,2023,3
10149,VE,2023,3
9151,EC,2023,3
9089,BY,2023,3
9043,IQ,2023,3
8920,GH,2023,3
8599,KZ,2023,3
7917,KH,2023,3
7120,MM,2023,3
6954,JO,2023,3
6887,LT,2023,3
6788,GE,2023,3
6658,SK,2023,3
6409,UZ,2023,3
6395,CR,2023,3
5888,HR,2023,3
5761,DO,2023,3
5192,EE,2023,3
5051,AM,2023,3
4975,UY,2023,3
4907,LV,2023,3
4750,BO,2023,3
4476,AZ,2023,3
4454,ET,2023,3
4335,UG,2023,3
4316,SI,2023,3
4212,CM,2023,3
4172,PS,2023,3
4166,LB,2023,3
4040,GT,2023,3
3521,TZ,2023,3
3363,AL,2023,3
3361,CY,2023,3
3354,CI,2023,3
3345,MD,2023,3
3056,SV,2023,3
2830,BA,2023,3
2664,KW,2023,3
2648,MN,2023,3
2473,IS,2023,3
2446,YE,2023,3
2429,SN,2023,3
2399,RW,2023,3
2208,QA,2023,3
2189,LU,2023,3
2174,MK,2023,3
2132,PA,2023,3
2022,HN,2023,3
2016,KG,2023,3
2011,AO,2023,3
2009,MG,2023,3
1936,PR,2023,3
1873,ZW,2023,3
1845,PY,2023,3
1676,CD,2023,3
1585,OM,2023,3
1580,BJ,2023,3
1557,LY,2023,3
1497,MT,2023,3
1394,SD,2023,3
1366,NI,2023,3
1363,JM,2023,3
1358,CU,2023,3
1353,BH,2023,3
1285,ZM,2023,3
1233,LA,2023,3
1210,MU,2023,3
1196,SY,2023,3
1193,MZ,2023,3
1126,ME,2023,3
1023,TG,2023,3
1010,SO,2023,3
995,AF,2023,3
957,TT,2023,3
879,MO,2023,3
853,HT,2023,3
716,RE,2023,3
686,MV,2023,3
682,XK,2023,3
623,MW,2023,3
600,BW,2023,3
555,BF,2023,3
483,NA,2023,3
471,ML,2023,3
459,TJ,2023,3
415,BN,2023,3
385,BT,2023,3
362,SL,2023,3
350,GN,2023,3
330,AD,2023,3
292,MR,2023,3
291,SC,2023,3
274,BS,2023,3
264,CG,2023,3
263,CV,2023,3
251,LR,2023,3
242,GA,2023,3
236,BB,2023,3
233,BI,2023,3
230,GP,2023,3
218,TM,2023,3
213,GM,2023,3
211,IM,2023,3
210,JE,2023,3
203,SR,2023,3
193,MQ,2023,3
185,BM,2023,3
185,FJ,2023,3
178,NE,2023,3
178,CW,2023,3
167,NC,2023,3
166,PG,2023,3
160,LS,2023,3
158,KY,2023,3
157,BZ,2023,3
156,PF,2023,3
153,GY,2023,3
125,DJ,2023,3
121,SZ,2023,3
113,GU,2023,3
112,MC,2023,3
112,FO,2023,3
